hpRemaining
BEST;controllers.ExplorerController;20.2
WORST;controllers.ExplorerController;20.2
monstersKilled
BEST;controllers.ExplorerController;3.0
WORST;controllers.ExplorerController;3.0
treasuresCollected
BEST;controllers.ExplorerController;3.0
WORST;controllers.ExplorerController;3.0
potionsDrunk
BEST;controllers.ExplorerController;1.0
WORST;controllers.ExplorerController;1.0
actionsTaken
BEST;controllers.ExplorerController;68.0
WORST;controllers.ExplorerController;68.0
tilesExplored
BEST;controllers.ExplorerController;36.0
WORST;controllers.ExplorerController;36.0
---------------------------------------
timesCompleted
controllers.ExplorerController;10.0
timesDied
controllers.ExplorerController;0.0
timesUncompleted
controllers.ExplorerController;0.0
---------------------------------------
hpRemaining
controllers.ExplorerController;19.0;13.0;18.0;18.0;29.0;16.0;22.0;21.0;21.0;25.0
monstersKilled
controllers.ExplorerController;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0
treasuresCollected
controllers.ExplorerController;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0
potionsDrunk
controllers.ExplorerController;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
actionsTaken
controllers.ExplorerController;68.0;68.0;68.0;68.0;68.0;68.0;68.0;68.0;68.0;68.0
tilesExplored
controllers.ExplorerController;36.0;36.0;36.0;36.0;36.0;36.0;36.0;36.0;36.0;36.0
---------------------------------------

