hpRemaining
BEST;controllers.ExplorerController;19.9
WORST;controllers.ExplorerController;19.9
monstersKilled
BEST;controllers.ExplorerController;5.3
WORST;controllers.ExplorerController;5.3
treasuresCollected
BEST;controllers.ExplorerController;4.9
WORST;controllers.ExplorerController;4.9
potionsDrunk
BEST;controllers.ExplorerController;3.0
WORST;controllers.ExplorerController;3.0
actionsTaken
BEST;controllers.ExplorerController;113.8
WORST;controllers.ExplorerController;113.8
tilesExplored
BEST;controllers.ExplorerController;60.0
WORST;controllers.ExplorerController;60.0
---------------------------------------
timesCompleted
controllers.ExplorerController;10.0
timesDied
controllers.ExplorerController;0.0
timesUncompleted
controllers.ExplorerController;0.0
---------------------------------------
hpRemaining
controllers.ExplorerController;16.0;16.0;24.0;21.0;18.0;18.0;21.0;16.0;26.0;23.0
monstersKilled
controllers.ExplorerController;6.0;5.0;4.0;5.0;5.0;6.0;5.0;6.0;6.0;5.0
treasuresCollected
controllers.ExplorerController;5.0;5.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0
potionsDrunk
controllers.ExplorerController;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0
actionsTaken
controllers.ExplorerController;111.0;117.0;109.0;117.0;117.0;111.0;117.0;111.0;111.0;117.0
tilesExplored
controllers.ExplorerController;61.0;60.0;56.0;60.0;60.0;61.0;60.0;61.0;61.0;60.0
---------------------------------------

