hpRemaining
BEST;controllers.ExplorerController;13.6
WORST;controllers.ExplorerController;13.6
monstersKilled
BEST;controllers.ExplorerController;5.1
WORST;controllers.ExplorerController;5.1
treasuresCollected
BEST;controllers.ExplorerController;4.4
WORST;controllers.ExplorerController;4.4
potionsDrunk
BEST;controllers.ExplorerController;2.5
WORST;controllers.ExplorerController;2.5
actionsTaken
BEST;controllers.ExplorerController;138.0
WORST;controllers.ExplorerController;138.0
tilesExplored
BEST;controllers.ExplorerController;51.4
WORST;controllers.ExplorerController;51.4
---------------------------------------
timesCompleted
controllers.ExplorerController;8.0
timesDied
controllers.ExplorerController;0.0
timesUncompleted
controllers.ExplorerController;2.0
---------------------------------------
hpRemaining
controllers.ExplorerController;13.0;17.0;18.0;13.0;7.0;17.0;18.0;7.0;11.0;15.0
monstersKilled
controllers.ExplorerController;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;6.0
treasuresCollected
controllers.ExplorerController;6.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;6.0
potionsDrunk
controllers.ExplorerController;3.0;2.0;2.0;3.0;3.0;2.0;2.0;2.0;2.0;4.0
actionsTaken
controllers.ExplorerController;300.0;86.0;86.0;132.0;132.0;86.0;86.0;86.0;86.0;300.0
tilesExplored
controllers.ExplorerController;62.0;48.0;48.0;50.0;50.0;48.0;48.0;48.0;48.0;64.0
---------------------------------------

